Description;Return Rate
S/15 SILVER GLASS BAUBLES IN BAG;-34.78260869565217
S/4 BLACK MINI ROSE CANDLE IN BOWL;-0.3289473684210526
S/4 CACTI CANDLES;-0.16286644951140067
S/4 GROOVY CAT MAGNETS;-1.3605442176870748
S/4 PINK FLOWER CANDLES IN BOWL;-0.23480662983425415
S/6 WOODEN SKITTLES IN COTTON BAG;-0.10471204188481675
SALLE DE BAIN HOOK;-0.18148820326678766
SANDALWOOD FAN;-0.41969330104923325
SAVE THE PLANET COTTON TOTE BAG;-0.4908835904628331
SAVE THE PLANET MUG;-1.1969665198853707
SAVOY ART DECO CLOCK;-0.819088319088319
SCANDINAVIAN PAISLEY PICNIC BAG;-0.4087699739873653
SCANDINAVIAN REDS RIBBONS;-0.2533783783783784
SCHOOL DESK AND CHAIR ;-9.375
SCOTTIES DESIGN WASHBAG;-0.8032128514056226
SET 10 CARDS HANGING BAUBLES 17080;-100.0
SET 10 LIGHTS NIGHT OWL;-0.3532008830022075
SET 10 NIGHT OWL LIGHTS;-4.329896907216495
SET 12 COLOUR PENCILS DOLLY GIRL ;-0.12626262626262627
SET 12 COLOUR PENCILS SPACEBOY ;-0.4894463138574488
SET 12 KIDS  WHITE CHALK STICKS;-0.15689114168476948
SET 12 KIDS COLOUR  CHALK STICKS;-0.07423904974016333
SET 12 RETRO WHITE CHALK STICKS;-0.5244755244755245
SET 2 PANTRY DESIGN TEA TOWELS;-0.21497671085632392
SET 2 TEA TOWELS I LOVE LONDON ;-1.352757544224766
SET 20 NAPKINS FAIRY CAKES DESIGN ;-0.23757309941520466
SET 3 PAPER VINTAGE CHICK PAPER EGG;-0.3710045662100456
SET 3 RETROSPOT TEACOFFEESUGAR;-0.07557864903164856
SET 3 SONG BIRD PAPER EGGS ASSORTED;-0.47784535186794086
SET 36 COLOUR PENCILS DOLLY GIRL;-1.1636363636363636
SET 36 COLOURING PENCILS DOILY;-0.0671591672263264
SET 40 HEART SHAPE PETIT FOUR CASES;-0.1519756838905775
SET 6 FOOTBALL CELEBRATION CANDLES;-0.1519756838905775
SET 6 PAPER TABLE LANTERN HEARTS ;-0.2024584237165582
SET 6 PAPER TABLE LANTERN STARS ;-1.1229946524064172
SET 6 SCHOOL MILK BOTTLES IN CRATE;-0.056397603101868164
SET 7 BABUSHKA NESTING BOXES;-1.4885954381752702
SET OF 10 LANTERNS FAIRY LIGHT STAR;-1.2043795620437956
SET OF 10 LED DOLLY LIGHTS;-0.1648379951578839
SET OF 12 FAIRY CAKE BAKING CASES;-0.07570380884788266
SET OF 12 FORK CANDLES;-0.08012820512820512
SET OF 12 MINI LOAF BAKING CASES;-0.042435123225069364
SET OF 16 VINTAGE PISTACHIO CUTLERY;-0.6389776357827476
SET OF 16 VINTAGE RED CUTLERY;-0.628930817610063
SET OF 16 VINTAGE ROSE CUTLERY;-1.2722646310432568
SET OF 2 CERAMIC CHRISTMAS REINDEER;-0.7371007371007371
SET OF 2 CERAMIC PAINTED HEARTS ;-0.4713275726630008
SET OF 2 CHRISTMAS DECOUPAGE CANDLE;-2.0202020202020203
SET OF 2 ROUND TINS CAMEMBERT ;-2.166064981949458
SET OF 2 ROUND TINS DUTCH CHEESE;-1.6
SET OF 2 TEA TOWELS APPLE AND PEARS;-0.2916869227029655
SET OF 2 TRAYS HOME SWEET HOME;-0.5703422053231939
SET OF 2 WOODEN MARKET CRATES;-0.2884615384615385
SET OF 20 KIDS COOKIE CUTTERS;-0.15084706428405661
SET OF 20 VINTAGE CHRISTMAS NAPKINS;-0.423923006416132
SET OF 3 BABUSHKA STACKING TINS;-212.5
SET OF 3 BIRD LIGHT PINK FEATHER ;-0.053763440860215055
SET OF 3 BLACK FLYING DUCKS;-0.6093845216331505
SET OF 3 BUTTERFLY COOKIE CUTTERS;-0.1636125654450262
SET OF 3 CAKE TINS PANTRY DESIGN ;-0.028920687317633885
SET OF 3 COLOURED  FLYING DUCKS;-1.2569832402234637
SET OF 3 GOLD FLYING DUCKS;-1.6
SET OF 3 HANGING OWLS OLLIE BEAK;-0.5242374727668845
SET OF 3 HEART COOKIE CUTTERS;-0.2867155144950621
SET OF 3 NOTEBOOKS IN PARCEL;-0.22136137244050913
SET OF 3 REGENCY CAKE TINS;-0.03881334661612306
SET OF 3 WOODEN HEART DECORATIONS;-0.24440977639105563
SET OF 3 WOODEN SLEIGH DECORATIONS;-0.05089058524173028
SET OF 3 WOODEN STOCKING DECORATION;-0.5847953216374269
SET OF 3 WOODEN TREE DECORATIONS;-0.423968343697004
SET OF 36 DINOSAUR PAPER DOILIES;-0.3003003003003003
SET OF 36 DOILIES PANTRY DESIGN;-0.12801755669348938
SET OF 36 DOLLY GIRL PAPER DOILIES;-4.651162790697675
SET OF 36 MUSHROOM PAPER DOILIES;-0.6329113924050633
SET OF 36 PAISLEY FLOWER DOILIES;-0.47111523015137474
SET OF 36 SPACEBOY PAPER DOILIES;-13.333333333333334
SET OF 36 TEATIME PAPER DOILIES;-0.16458196181698484
SET OF 36 VINTAGE CHRISTMAS DOILIES;-2.7027027027027026
SET OF 4 DIAMOND NAPKIN RINGS;-0.6060606060606061
SET OF 4 ENGLISH ROSE COASTERS;-0.07980845969672785
SET OF 4 ENGLISH ROSE PLACEMATS;-0.30272452068617556
SET OF 4 JAM JAR MAGNETS;-0.7612629477099713
SET OF 4 KNICK KNACK TINS DOILEY ;-0.182844423245091
SET OF 4 KNICK KNACK TINS DOILY ;-0.11573081868838406
SET OF 4 KNICK KNACK TINS LEAF;-0.23841961852861032
SET OF 4 KNICK KNACK TINS LEAVES ;-0.49504950495049505
SET OF 4 KNICK KNACK TINS LONDON ;-0.10834236186348861
SET OF 4 KNICK KNACK TINS POPPIES;-0.3771043771043771
SET OF 4 NAPKIN CHARMS CROWNS ;-0.33444816053511706
SET OF 4 PANTRY JELLY MOULDS;-0.05994569625163087
SET OF 4 PISTACHIO LOVEBIRD COASTER;-5.3097345132743365
SET OF 4 SANTA PLACE SETTINGS;-4.15944540727903
SET OF 5 LUCKY CAT MAGNETS ;-0.7766990291262136
SET OF 5 MINI GROCERY MAGNETS;-0.7281553398058253
SET OF 5 PANCAKE DAY MAGNETS;-0.3629500580720093
SET OF 6 HALLOWEEN GHOST T-LIGHTS;-5.47945205479452
SET OF 6 HERB TINS SKETCHBOOK;-0.08568980291345331
SET OF 6 KASHMIR FOLKART BAUBLES;-4.44104134762634
SET OF 6 NATIVITY MAGNETS ;-9.33852140077821
SET OF 6 RIBBONS VINTAGE CHRISTMAS;-0.23183925811437406
SET OF 6 SNACK LOAF BAKING CASES;-0.07374631268436578
SET OF 6 SOLDIER SKITTLES;-0.1558846453624318
SET OF 6 SPICE TINS PANTRY DESIGN;-0.04203093476798924
SET OF 6 T-LIGHTS CACTI ;-0.11363636363636363
SET OF 6 T-LIGHTS EASTER CHICKS;-5.5045871559633035
SET OF 6 T-LIGHTS SANTA;-0.8169934640522877
SET OF 6 T-LIGHTS SNOWMEN;-3.0066815144766146
SET OF 6 TEA TIME BAKING CASES;-0.09083568833266048
SET OF 60 I LOVE LONDON CAKE CASES ;-0.21348859776807377
SET OF 60 PANTRY DESIGN CAKE CASES ;-0.14697286012526095
SET OF 72 GREEN PAPER DOILIES;-13.513513513513514
SET OF 72 PINK HEART PAPER DOILIES;-0.15119795301232844
SET OF 72 RETROSPOT PAPER  DOILIES;-0.4683923225920057
SET OF 9 BLACK SKULL BALLOONS;-0.35211267605633806
SET OF 9 HEART SHAPED BALLOONS;-0.4357298474945534
SET OF SALT AND PEPPER TOADSTOOLS;-0.23707215883834643
SET OF TEA COFFEE SUGAR TINS PANTRY;-0.07130667966845441
SET/10 BLUE POLKADOT PARTY CANDLES;-0.41183392166750715
SET/10 IVORY POLKADOT PARTY CANDLES;-2.140945584299732
SET/10 PINK POLKADOT PARTY CANDLES;-0.30922630316799193
SET/10 RED POLKADOT PARTY CANDLES;-0.36708473539308656
SET/2 RED RETROSPOT TEA TOWELS ;-4.161464835622139
SET/20 RED RETROSPOT PAPER NAPKINS ;-0.06441834028040924
SET/3 CHRISTMAS DECOUPAGE CANDLES;-2.761795166858458
SET/3 DECOUPAGE STACKING TINS;-1.5706806282722512
SET/3 OCEAN SCENT CANDLE JEWEL BOX;-0.7537688442211055
SET/3 POLKADOT STACKING TINS;-4.0
SET/3 POT PLANT CANDLES;-6.481481481481481
SET/3 RED GINGHAM ROSE STORAGE BOX;-0.11392686451039234
SET/3 ROSE CANDLE IN JEWELLED BOX;-0.4580152671755725
SET/3 VANILLA SCENTED CANDLE IN BOX;-2.2635135135135136
SET/4 BIRD MIRROR MAGNETS ;-2.9475982532751095
SET/4 BLUE FLOWER CANDLES IN BOWL;-1.0025062656641603
SET/4 DAISY MIRROR MAGNETS;-1.995798319327731
SET/4 MODERN VINTAGE COTTON NAPKINS;-2.666666666666667
SET/4 RED MINI ROSE CANDLE IN BOWL;-0.1342281879194631
SET/4 SKULL BADGES;-0.6651884700665188
SET/4 SPRING FLOWER DECORATION;-0.7017543859649122
SET/4 WHITE RETRO STORAGE CUBES ;-1.1513157894736843
SET/5 RED RETROSPOT LID GLASS BOWLS;-0.05265281618754244
SET/6 BLACK BIRD T-LIGHT CANDLES;-0.46728971962616817
SET/6 COLLAGE PAPER CUPS;-0.9280742459396751
SET/6 COLLAGE PAPER PLATES;-0.5031446540880503
SET/6 FROG PRINCE T-LIGHT CANDLES;-1.0548523206751055
SET/6 FRUIT SALAD PAPER CUPS;-0.7202881152460985
SET/6 PINK  BUTTERFLY T-LIGHTS;-0.0477326968973747
SET/6 PINK BIRD T-LIGHT CANDLES;-0.5605381165919283
SET3 BOOK BOX GREEN GINGHAM FLOWER ;-0.49730036942313155
SEWING BOX RETROSPOT DESIGN ;-4.102564102564102
SEWING SUSAN 21 NEEDLE SET;-0.10905125408942204
SHELF WITH 4 HOOKS HOME SWEET HOME;-0.4357298474945534
SHOE SHINE BOX ;-3.6363636363636362
SILK PURSE BABUSHKA BLUE;-0.5154639175257731
SILK PURSE BABUSHKA PINK;-1.2345679012345678
SILVER BELLS TABLE DECORATION;-0.046125461254612546
SILVER BLACK ORBIT DROP EARRINGS;-9.090909090909092
SILVER BRACELET W PASTEL FLOWER;-3.225806451612903
SILVER CHRISTMAS TREE BAUBLE STAND ;-4.444444444444445
SILVER FISHING GNOME ;-4.0
SILVER GLASS T-LIGHT SET;-1.5151515151515151
SILVER HANGING T-LIGHT HOLDER;-0.16558584650254987
SILVER M.O.P ORBIT DROP EARRINGS;-2.2222222222222223
SILVER MUG BONE CHINA TREE OF LIFE;-0.36732929991356955
SILVER PHOTO FRAME;-0.7407407407407408
SILVER ROCCOCO CHANDELIER;-13.636363636363637
SILVER ROCOCO CANDLE STICK;-3.816793893129771
SILVER T-LIGHT SETTING;-34.90566037735849
SINGLE ANTIQUE ROSE HOOK IVORY;-0.13477088948787064
SINGLE HEART ZINC T-LIGHT HOLDER;-0.19187719859290053
SINGLE WIRE HOOK IVORY HEART;-1.3761467889908259
SINGLE WIRE HOOK PINK HEART;-2.977667493796526
SKETCHBOOK MAGNETIC SHOPPING LIST;-0.2495757212738345
SKULL LUNCH BOX WITH CUTLERY ;-0.046860356138706656
SKULL SHOULDER BAG;-0.414765657403567
SKULLS  DESIGN  COTTON TOTE BAG;-5.0
SKULLS AND CROSSBONES WRAP;-0.4329004329004329
SKULLS DESIGN FLANNEL;-4.363636363636364
SKULLS PARTY BAG + STICKER SET;-0.5946481665014867
SKULLS STORAGE BOX SMALL;-1.0752688172043012
SLEEPING CAT ERASERS;-1.2160518848804214
SMALL BONNE JAM JAR  T-LIGHT HOLDER;-3.826530612244898
SMALL CERAMIC TOP STORAGE JAR ;-1.096079168232494
SMALL CHUNKY GLASS ROMAN  BOWL;-0.628930817610063
SMALL DECO JEWELLERY STAND;-0.4132231404958678
SMALL DOLLY MIX DESIGN ORANGE BOWL;-0.3156441112645492
SMALL GLASS HEART TRINKET POT;-0.08448820812059324
SMALL GLASS SUNDAE DISH CLEAR;-2.7857142857142856
SMALL HANGING IVORY/RED WOOD BIRD;-0.9080590238365494
SMALL HEART FLOWERS HOOK ;-0.05602240896358543
SMALL HEART MEASURING SPOONS;-0.2567280453257791
SMALL IVORY HEART WALL ORGANISER;-0.12944983818770225
SMALL MARSHMALLOWS PINK BOWL;-0.42689434364994666
SMALL PARISIENNE HEART PHOTO FRAME ;-0.1599147121535181
SMALL PINK GLASS SUNDAE DISH;-3.876852907639681
SMALL POPCORN HOLDER;-0.015623668437349091
SMALL RED RETROSPOT MUG IN BOX ;-9.065849923430322
SMALL RED RETROSPOT WINDMILL;-0.16339869281045752
SMALL SILVER TRELLIS CANDLEPOT;-5.5045871559633035
SMALL SKULL WINDMILL;-2.536997885835095
SMALL SQUARE CUT GLASS CANDLESTICK;-2.7472527472527473
SMALL TAHITI BEACH BAG;-33.33333333333333
SMALL WHITE HEART OF WICKER;-0.20753512132822477
SMALL WHITE RETROSPOT MUG IN BOX ;-12.882882882882885
SMALL WHITE/PINK ROSE ART FLOWER;-1.8018018018018018
SMALLFOLKART BAUBLE CHRISTMAS DEC;-16.216216216216218
SNOWSTORM PHOTO FRAME FRIDGE MAGNET;-2.3936170212765955
SOAP DISH BROCANTE;-0.9180790960451977
SOLDIERS EGG CUP ;-0.1378885811018775
SPACEBOY BEAKER;-0.2284843869002285
SPACEBOY BIRTHDAY CARD;-0.14682491129328276
SPACEBOY CHILDRENS BOWL;-0.20601565718994644
SPACEBOY CHILDRENS CUP;-0.17241379310344826
SPACEBOY CHILDRENS EGG CUP;-0.0831255195344971
SPACEBOY GIFT WRAP;-0.385981164119191
SPACEBOY LUNCH BOX ;-0.047515134450232296
SPACEBOY MINI BACKPACK;-0.18066847335140018
SPACEBOY ROCKET LOLLY MAKERS;-3.7325038880248838
SPACEBOY TV DINNER TRAY;-11.72161172161172
SPOTTY BUNTING;-0.1092831028453346
SPOTTY PINK DUCK DOORSTOP;-0.6968641114982579
SPRIG LAVENDER ARTIFICIAL FLOWER;-18.292682926829265
SQUARE CHERRY BLOSSOM CABINET;-6.116207951070336
STAR DECORATION PAINTED ZINC ;-0.22522522522522523
STAR DECORATION RUSTIC;-1.99501246882793
STAR PORTABLE TABLE LIGHT ;-1.5463917525773196
STAR T-LIGHT HOLDER WILLIE WINKIE;-0.0847457627118644
STAR WREATH DECORATION WITH BELL;-0.718132854578097
STARS GIFT TAPE ;-0.06053268765133172
STOOL HOME SWEET HOME ;-0.423728813559322
STORAGE TIN HOME SWEET HOME;-0.8706467661691542
STORAGE TIN VINTAGE DOILY ;-0.1851851851851852
STORAGE TIN VINTAGE LEAF;-0.2628120893561104
STRAWBERRY   PICNIC BAG;-0.15760441292356184
STRAWBERRY BATH SPONGE ;-4.219409282700422
STRAWBERRY CERAMIC TRINKET BOX;-0.06521094753482858
STRAWBERRY CERAMIC TRINKET POT;-0.2718062762540153
STRAWBERRY CHARLOTTE BAG;-0.06428057183996709
STRAWBERRY FAIRY CAKE TEAPOT;-0.2628120893561104
STRAWBERRY HONEYCOMB  GARLAND ;-0.15527950310559005
STRAWBERRY LUNCH BOX WITH CUTLERY;-0.03565970453387672
STRAWBERRY RAFFIA FOOD COVER;-0.20931449502878074
STRAWBERRY SHOPPER BAG;-0.3880070546737213
STRIPES DESIGN TEDDY;-11.76470588235294
STRIPEY CHOCOLATE NESTING BOXES;-7.18562874251497
STRIPY DESIGN SHOWER CAP;-0.5102040816326531
SUKI  SHOULDER BAG;-0.0294811320754717
SUMMER FUN DESIGN SHOWER CAP;-0.6191950464396285
SUNFLOWER DECORATIVE PARASOL;-0.8064516129032258
SWALLOW SQUARE TISSUE BOX;-0.625
SWALLOW WOODEN CHRISTMAS DECORATION;-0.3913894324853229
SWEET HEART CAKE CARRIER;-2.1126760563380285
SWEET PUDDING STICKER SHEET;-1.0309278350515463
SWEETHEART 3 TIER CAKE STAND ;-0.8391608391608393
SWEETHEART BIRD HOUSE;-0.4689331770222743
SWEETHEART CAKESTAND 3 TIER;-0.2673382409918636
SWEETHEART CARRY-ALL BASKET;-50.0
SWEETHEART CERAMIC TRINKET BOX;-0.09166598549692306
SWEETHEART RECIPE BOOK STAND;-0.4741980474198047
SWEETHEART WALL TIDY ;-1.2135922330097086
SWEETHEART WIRE MAGAZINE RACK;-0.3894080996884735
SWEETHEART WIRE WALL TIDY;-2.28310502283105
SWIRLY CIRCULAR RUBBERS IN BAG;-0.21231422505307856
T-LIGHT GLASS FLUTED ANTIQUE;-0.22547770700636943
T-LIGHT HOLDER HANGING LACE;-5.0
T-LIGHT HOLDER HANGING LOVE BIRD;-0.5504587155963303
T-LIGHT HOLDER SILVER HEART HANDLE;-3.1088082901554404
T-LIGHT HOLDER SWEETHEART HANGING;-0.11641443538998836
TALL ROCOCO CANDLE HOLDER;-2.197802197802198
TEA BAG PLATE RED RETROSPOT;-0.29455081001472755
TEA FOR ONE POLKADOT;-0.4230118443316413
TEA PARTY  WRAPPING PAPER ;-0.7671480144404332
TEA PARTY BIRTHDAY CARD;-1.3257575757575757
TEA TIME DES TEA COSY;-1.5873015873015872
TEA TIME KITCHEN APRON;-0.26622296173044924
TEA TIME OVEN GLOVE;-0.6967022758941013
TEA TIME PARTY BUNTING;-17.582417582417584
TEA TIME TEA SET IN GIFT BOX;-1.5267175572519083
TEA TIME TEAPOT IN GIFT BOX;-0.2652519893899204
THREE MINI HANGING FRAMES;-1.3793103448275863
TOADSTOOL BEDSIDE LIGHT ;-0.8438818565400842
TOADSTOOL MONEY BOX;-0.28273374280978836
TOILET SIGN OCCUPIED OR VACANT;-0.06200726370803436
TOOL BOX SOFT TOY ;-3.4482758620689653
TOTE BAG I LOVE LONDON;-0.9433962264150944
TOY TIDY DOLLY GIRL DESIGN;-0.5706134094151213
TOY TIDY PINK POLKADOT;-0.11298016570424305
TOY TIDY SPACEBOY  ;-0.4817708333333333
TOYBOX  WRAP ;-0.13793103448275862
TRADITIONAL CHRISTMAS RIBBONS;-0.3707136237256719
TRADITIONAL KNITTING NANCY;-0.20905066404328576
TRADITIONAL MODELLING CLAY;-0.012244398187829068
TRADITIONAL WOODEN CATCH CUP GAME ;-0.20420986490732013
TRADITIONAL WOODEN SKIPPING ROPE;-0.09465020576131687
TRADTIONAL ALPHABET STAMP SET;-0.20855057351407716
TRAVEL CARD WALLET FLOWER MEADOW;-0.9252669039145907
TRAVEL CARD WALLET I LOVE LONDON;-0.020911752404851526
TRAVEL CARD WALLET KEEP CALM;-0.13068227963054568
TRAVEL CARD WALLET PANTRY;-2.5177887246852766
TRAVEL CARD WALLET RETROSPOT;-0.23073373327180435
TRAVEL CARD WALLET SKULLS;-0.7932573128408527
TRAVEL CARD WALLET SUKI;-0.6980056980056979
TRAVEL CARD WALLET TRANSPORT;-0.3113026819923371
TRAVEL CARD WALLET UNION JACK;-0.3873659117997616
TRAVEL CARD WALLET VINTAGE LEAF;-0.10623229461756374
TRAVEL CARD WALLET VINTAGE TICKET;-0.13578441612701067
TRAVEL SEWING KIT;-0.05903187721369539
TRAY BREAKFAST IN BED;-0.3717472118959108
TREASURE ISLAND BOOK BOX;-0.15904572564612326
TREASURE TIN BUFFALO BILL ;-0.6211180124223602
TREASURE TIN GYMKHANA DESIGN;-0.06430868167202572
TRIANGULAR POUFFE VINTAGE ;-3.225806451612903
TRIPLE HOOK ANTIQUE IVORY ROSE;-0.30262680062946373
TRIPLE PHOTO FRAME CORNICE ;-0.2785958767810236
TRIPLE WIRE HOOK IVORY HEART;-7.0588235294117645
TROPICAL  HONEYCOMB PAPER GARLAND ;-0.08071025020177562
TUMBLER BAROQUE;-0.17064846416382254
TUSCAN VILLA DOVECOTE BIRD FEEDER;-2.380952380952381
TV DINNER TRAY AIR HOSTESS ;-0.23866348448687352
TV DINNER TRAY DOLLY GIRL;-0.3115264797507788
TWO DOOR CURIO CABINET;-1.4181349376880104
UNION JACK FLAG PASSPORT COVER ;-2.4721878862793574
UNION STRIPE CUSHION COVER ;-0.3778337531486146
VANILLA SCENT CANDLE JEWELLED BOX;-14.153587443946188
VICTORIAN  METAL POSTCARD SPRING;-3.8332038332038327
VICTORIAN GLASS HANGING T-LIGHT;-0.07545904250859395
VICTORIAN SEWING BOX LARGE;-0.7149554617909049
VICTORIAN SEWING BOX MEDIUM;-0.35450516986706054
VICTORIAN SEWING BOX SMALL ;-0.17123287671232876
VICTORIAN SEWING KIT;-2.591928251121076
VINTAGE  2 METER FOLDING RULER;-0.3548034934497816
VINTAGE  2 METRE FOLDING RULER;-0.06146281499692685
VINTAGE BEAD PINK PURSE ;-1.307531380753138
VINTAGE BEAD PINK SCARF ;-2.733485193621868
VINTAGE BILLBOARD DRINK ME MUG;-0.6066734074823054
VINTAGE BILLBOARD LOVE/HATE MUG;-0.8771929824561403
VINTAGE BILLBOARD TEA MUG;-56.12489991993594
VINTAGE BLUE KITCHEN CABINET;-5.0
VINTAGE CARAVAN GIFT WRAP;-4.166666666666666
VINTAGE CHRISTMAS BUNTING;-0.217828418230563
VINTAGE CHRISTMAS GIFT BAG LARGE ;-0.41299559471365643
VINTAGE CHRISTMAS GIFT SACK;-0.07027406886858749
VINTAGE CHRISTMAS STOCKING ;-0.15789473684210525
VINTAGE CHRISTMAS TABLECLOTH;-0.6188118811881188
VINTAGE COFFEE GRINDER BOX;-12.244897959183673
VINTAGE CREAM 3 BASKET CAKE STAND;-0.24509803921568626
VINTAGE CREAM CAT FOOD CONTAINER;-0.19715533023517814
VINTAGE CREAM DOG FOOD CONTAINER;-0.35787321063394684
VINTAGE DOILY DELUXE SEWING KIT ;-0.7899854156538648
VINTAGE DOILY JUMBO BAG RED ;-0.8592529470245703
VINTAGE DOILY TRAVEL SEWING KIT;-0.05045408678102927
VINTAGE DONKEY TAIL GAME ;-0.12195121951219512
VINTAGE EMBOSSED HEART;-0.30927835051546393
VINTAGE GLASS T-LIGHT HOLDER;-0.4037685060565276
VINTAGE HEADS AND TAILS CARD GAME ;-0.15278838808250572
VINTAGE JINGLE BELLS HEART;-0.4405286343612335
VINTAGE KEEPSAKE BOX PINK FLOWER;-11.11111111111111
VINTAGE KID DOLLY CARD ;-0.48426150121065376
VINTAGE KITCHEN PRINT FRUITS;-3.6585365853658534
VINTAGE LEAF CHOPPING BOARD  ;-1.0273972602739725
VINTAGE LEAF MAGNETIC NOTEPAD;-0.25355958650282817
VINTAGE NOTEBOOK PARIS DAYS;-6.315789473684211
VINTAGE NOTEBOOK TRAVELOGUE;-18.75
VINTAGE RED ENAMEL TRIM JUG ;-0.8329126703685008
VINTAGE RED ENAMEL TRIM MUG ;-0.7060255629945222
VINTAGE RED ENAMEL TRIM PLATE;-0.9983663096750771
VINTAGE RED KITCHEN CABINET;-2.5
VINTAGE RED MUG;-1.7366136034732274
VINTAGE RED TEATIME MUG;-3.0821917808219177
VINTAGE RED TRIM ENAMEL BOWL ;-1.4627659574468086
VINTAGE SEASIDE JIGSAW PUZZLES;-0.379746835443038
VINTAGE SNAP CARDS;-0.14713009762514712
VINTAGE UNION JACK BUNTING;-0.2535313292285404
VINTAGE UNION JACK CUSHION COVER;-0.8152173913043478
VINTAGE UNION JACK DOORSTOP;-1.179245283018868
VINTAGE UNION JACK MEMOBOARD;-0.03059975520195838
VINTAGE UNION JACK PENNANT;-0.5692108667529108
VINYL RECORD FRAME SILVER;-0.1313813813813814
WAKE UP COCKEREL TILE HOOK;-2.0408163265306123
WALL ART 70'S ALPHABET ;-0.5714285714285715
WALL ART ANIMALS AND NATURE ;-2.380952380952381
WALL ART BICYCLE SAFETY;-0.11778563015312131
WALL ART BUFFALO BILL ;-1.82370820668693
WALL ART CLASSIC PUDDINGS ;-0.23201856148491878
WALL ART DOG LICENCE ;-1.3605442176870748
WALL ART HORSE & PONY ;-2.73972602739726
WALL ART MID CENTURY MODERN ;-0.6134969325153374
WALL ART STOP FOR TEA ;-0.4055619930475087
WALL ART TREASURE AHOY ;-7.142857142857142
WALL ART VILLAGE SHOW ;-1.694915254237288
WALL MIRROR RECTANGLE DIAMANTE PINK;-0.7352941176470588
WALL TIDY RETROSPOT ;-0.043725404459991256
WASH BAG VINTAGE ROSE PAISLEY;-1.2367491166077738
WELCOME  WOODEN BLOCK LETTERS;-1.1673151750972763
WHEELBARROW FOR CHILDREN ;-1.2396694214876034
WHITE 3 FRAME BIRDS AND TREE ;-5.263157894736842
WHITE ALLIUM  ARTIFICIAL FLOWER;-21.428571428571427
WHITE BAMBOO RIBS LAMPSHADE;-0.33089515848136536
WHITE CHRYSANTHEMUMS ART FLOWER;-3.7735849056603774
WHITE ENAMEL FLOWER HAIR TIE;-54.54545454545454
WHITE FRANGIPANI NECKLACE;-18.181818181818183
WHITE GOOSE FEATHER CHRISTMAS TREE ;-0.5050505050505051
WHITE GOOSE FEATHER TREE 60CM ;-1.4440433212996389
WHITE HANGING BEADS CANDLE HOLDER;-1.0683760683760686
WHITE HANGING HEART T-LIGHT HOLDER;-0.1738000180676512
WHITE HEART CONFETTI IN TUBE;-3.7617554858934166
WHITE JEWELLED HEART DECORATION;-0.16226240148354196
WHITE LOVEBIRD LANTERN;-0.24067388688327318
WHITE METAL LANTERN;-0.2353793228317943
WHITE ROCKING HORSE HAND PAINTED;-1.8504811250925242
WHITE SAGE INCENSE;-3.61794500723589
WHITE SOAP RACK WITH 2 BOTTLES;-0.5847953216374269
WHITE SPOT BLUE CERAMIC DRAWER KNOB;-0.29990682506405775
WHITE SPOT RED CERAMIC DRAWER KNOB;-0.16982815693273076
WHITE STITCHED WALL CLOCK;-0.1183431952662722
WHITE TALL PORCELAIN T-LIGHT HOLDER;-35.87223587223587
WHITE TEACOFFEESUGAR JARS;-0.5005268703898841
WHITE TRAVEL ALARM CLOCK;-0.35842293906810035
WHITE WICKER STAR ;-0.06802721088435373
WHITE WIRE EGG HOLDER;-1.4754098360655736
WHITE WOOD GARDEN PLANT LADDER;-0.1934984520123839
WICKER STAR ;-0.7246376811594203
WINE BOTTLE DRESSING DARK BLUE;-30.0
WOOD 2 DRAWER CABINET WHITE FINISH;-0.20836494209275275
WOOD BLACK BOARD ANT WHITE FINISH;-0.03638789496027655
WOOD S/3 CABINET ANT WHITE FINISH;-0.13143582306018853
WOOD STAMP SET FLOWERS;-4.994797086368366
WOOD STAMP SET HAPPY BIRTHDAY;-1.279317697228145
WOOD STAMP SET THANK YOU;-0.43275632490013316
WOOD STOCKING CHRISTMAS SCANDISPOT;-0.12746972594008923
WOODEN ADVENT CALENDAR CREAM;-0.5557371690094802
WOODEN ADVENT CALENDAR RED;-0.20270270270270271
WOODEN BOX OF DOMINOES;-0.20385761329778893
WOODEN CROQUET GARDEN SET;-0.14765596160945
WOODEN FRAME ANTIQUE WHITE ;-0.3117823706059
WOODEN HAPPY BIRTHDAY GARLAND;-0.046146746654360866
WOODEN HEART CHRISTMAS SCANDINAVIAN;-0.48054048910457703
WOODEN OWLS LIGHT GARLAND ;-0.27502750275027504
WOODEN PICTURE FRAME WHITE FINISH;-0.1475486657294477
WOODEN ROUNDERS GARDEN SET ;-0.07535795026375283
WOODEN SCHOOL COLOURING SET;-1.639344262295082
WOODEN SKITTLES GARDEN SET;-0.45230263157894735
WOODEN STAR CHRISTMAS SCANDINAVIAN;-0.4292122502985123
WOODEN TREE CHRISTMAS SCANDINAVIAN;-1.8919984233346472
WOODEN UNION JACK BUNTING;-0.095831336847149
WOODLAND CHARLOTTE BAG;-0.10607667828458857
WOODLAND DESIGN  COTTON TOTE BAG;-0.2677376171352075
WOODLAND PARTY BAG + STICKER SET;-0.0544069640914037
WOODLAND STORAGE BOX LARGE ;-0.2932551319648094
WOODLAND STORAGE BOX SMALL;-0.5291005291005291
WORLD WAR 2 GLIDERS ASSTD DESIGNS;-0.44570728174271557
