InvoiceNo;StockCode;Description;Quantity_returned;InvoiceDate;UnitPrice;CustomerID;Country;Category;Return Rate;Quantity_sold
C577381;22362;GLASS JAR PEACOCK BATH SALTS;-1;11/18/2011 16:24;2.95;15297.0;United Kingdom;Home Goods;-0.26246719160104987;381
C577381;23012;GLASS APOTHECARY BOTTLE PERFUME;-1;11/18/2011 16:24;3.95;15297.0;United Kingdom;Home Goods, Beauty Products;-0.09380863039399624;1066
C577383;21068;VINTAGE BILLBOARD LOVE/HATE MUG;-1;11/18/2011 16:48;1.25;13091.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;-0.06265664160401002;1596
C577383;21871;SAVE THE PLANET MUG;-2;11/18/2011 16:48;1.65;13091.0;United Kingdom;Kitchen Appliances, Home Goods;-0.04193751310547285;4769
C577383;22064;PINK DOUGHNUT TRINKET POT ;-13;11/18/2011 16:48;1.65;13091.0;United Kingdom;Color;-0.7651559741024131;1699
C577384;21313;GLASS HEART T-LIGHT HOLDER ;-10;11/18/2011 16:50;0.64;14156.0;EIRE;Kitchen Appliances, Home Goods;-0.30257186081694404;3305
C577385;23661;MILK MAIDS MUG ;-1;11/18/2011 16:53;1.65;14189.0;United Kingdom;Kitchen Appliances, Home Goods;-0.5025125628140703;199
C577385;23660;HENRIETTA HEN MUG ;-1;11/18/2011 16:53;1.65;14189.0;United Kingdom;Kitchen Appliances, Home Goods;-0.3448275862068966;290
C577386;23401;RUSTIC MIRROR WITH LACE HEART;-1;11/18/2011 16:54;6.25;18276.0;United Kingdom;Home Goods;-0.21929824561403508;456
C577388;22699;ROSES REGENCY TEACUP AND SAUCER ;-6;11/18/2011 16:58;2.95;14911.0;EIRE;Kitchen Appliances, Gifts Jewelry;-0.06355258976803305;9441
C577388;22698;PINK REGENCY TEACUP AND SAUCER;-1;11/18/2011 16:58;2.95;14911.0;EIRE;Kitchen Appliances, Color;-0.017583963425356074;5687
C577388;22697;GREEN REGENCY TEACUP AND SAUCER;-5;11/18/2011 16:58;2.95;14911.0;EIRE;Kitchen Appliances, Color;-0.06982265046781176;7161
C577388;22182;CAKE STAND VICTORIAN FILIGREE SMALL;-1;11/18/2011 16:58;4.95;14911.0;EIRE;Kitchen Appliances, Size;-0.2695417789757413;371
C577388;22507;MEMO BOARD RETROSPOT  DESIGN;-3;11/18/2011 16:58;4.95;14911.0;EIRE;Kitchen Appliances, Home Goods;-0.1015916017609211;2953
C577388;22941;CHRISTMAS LIGHTS 10 REINDEER;-1;11/18/2011 16:58;8.5;14911.0;EIRE;Seasonal products, Home Goods;-0.061690314620604564;1621
C577388;22423;REGENCY CAKESTAND 3 TIER;-1;11/18/2011 16:58;12.75;14911.0;EIRE;Kitchen Appliances;-0.007672830507174097;13033
C577388;23454;THREE MINI HANGING FRAMES;-2;11/18/2011 16:58;4.15;14911.0;EIRE;Home Goods, Accessories;-1.3793103448275863;145
C577388;21429;RED GINGHAM ROSE JEWELLERY BOX;-2;11/18/2011 16:58;1.95;14911.0;EIRE;Color, Gifts Jewelry;-0.11750881316098707;1702
C577388;23118;PARISIENNE JEWELLERY DRAWER ;-1;11/18/2011 16:58;7.5;14911.0;EIRE;Home Goods;-0.12674271229404308;789
C577389;23108;SET OF 10 LED DOLLY LIGHTS;-2;11/18/2011 16:59;6.25;13381.0;United Kingdom;Toys, Home Goods;-0.09272137227630968;2157
C577390;23401;RUSTIC MIRROR WITH LACE HEART;-1;11/18/2011 17:01;6.25;18276.0;United Kingdom;Home Goods;-0.21929824561403508;456
C577391;22197;POPCORN HOLDER;-13;11/18/2011 17:03;0.72;13078.0;United Kingdom;Kitchen Appliances, Home Goods;-0.03577916001541256;36334
C577391;22109;FULL ENGLISH BREAKFAST PLATE;-2;11/18/2011 17:03;3.39;13078.0;United Kingdom;Other;-0.12422360248447205;1610
C577392;23169;CLASSIC GLASS COOKIE JAR;-6;11/18/2011 17:05;4.15;16560.0;United Kingdom;Home Goods;-0.4437869822485207;1352
C577394;84946;ANTIQUE SILVER T-LIGHT GLASS;-4;11/18/2011 17:09;1.25;14902.0;United Kingdom;Home Goods, Accessories;-0.027831895352073477;14372
C577394;23493;VINTAGE DOILY TRAVEL SEWING KIT;-1;11/18/2011 17:09;1.95;14902.0;United Kingdom;Home Goods, Stationary;-0.025227043390514632;3964
C577394;23184;BULL DOG BOTTLE OPENER;-2;11/18/2011 17:09;4.95;14902.0;United Kingdom;Other;-0.23228803716608595;861
C577394;22219;LOVEBIRD HANGING DECORATION WHITE ;-2;11/18/2011 17:09;0.85;14902.0;United Kingdom;Color, Home Goods;-0.048638132295719845;4112
C577395;37447;CERAMIC CAKE DESIGN SPOTTED PLATE;-4;11/18/2011 17:10;1.49;12779.0;Poland;Kitchen Appliances, Home Goods;-0.49813200498132004;803
C577395;23423;PANTRY 3 HOOK ROLLING PIN HANGER;-2;11/18/2011 17:10;3.75;12779.0;Poland;Kitchen Appliances, Home Goods;-0.9345794392523363;214
C577395;22666;RECIPE BOX PANTRY YELLOW DESIGN;-2;11/18/2011 17:10;2.95;12779.0;Poland;Kitchen Appliances, Color, Home Goods;-0.024551927326295114;8146
C577397;22220;CAKE STAND LOVEBIRD 2 TIER WHITE;-1;11/18/2011 17:12;9.95;12504.0;Germany;Kitchen Appliances, Color, Home Goods;-0.4761904761904762;210
C577397;22776;SWEETHEART 3 TIER CAKE STAND ;-1;11/18/2011 17:12;9.95;12504.0;Germany;Kitchen Appliances, Home Goods;-0.38461538461538464;260
C577397;22236;CAKE STAND 3 TIER MAGIC GARDEN;-1;11/18/2011 17:12;12.75;12504.0;Germany;Kitchen Appliances, Home Goods;-0.38022813688212925;263
C577398;84978;HANGING HEART JAR T-LIGHT HOLDER;-7;11/18/2011 17:15;1.25;16839.0;United Kingdom;Kitchen Appliances, Home Goods;-0.05673988814136338;12337
C577398;21340;CLASSIC METAL BIRDCAGE PLANT HOLDER;-1;11/18/2011 17:15;12.75;16839.0;United Kingdom;Kitchen Appliances, Home Goods;-0.10526315789473684;950
C577399;22138;BAKING SET 9 PIECE RETROSPOT ;-1;11/18/2011 17:15;4.95;13895.0;United Kingdom;Kitchen Appliances, Home Goods;-0.020491803278688523;4880
C577486;23198;PANTRY MAGNETIC  SHOPPING LIST;-5;11/20/2011 11:59;1.45;15533.0;United Kingdom;Kitchen Appliances;-0.15234613040828762;3282
C577509;21846;PINK DIAMANTE PEN IN GIFT BOX;-12;11/20/2011 12:46;4.95;13118.0;United Kingdom;Color;-2.912621359223301;412
C577513;84086B;YELLOW/BLUE RETRO RADIO;-1;11/20/2011 12:59;2.95;18110.0;United Kingdom;Color;-6.666666666666667;15
C577513;22751;FELTCRAFT PRINCESS OLIVIA DOLL;-2;11/20/2011 12:59;3.75;18110.0;United Kingdom;Toys, Home Goods, Stationary;-0.1278772378516624;1564
C577547;23080;RED METAL BOX TOP SECRET;-1;11/20/2011 14:48;8.25;17841.0;United Kingdom;Color, Home Goods;-0.09363295880149813;1068
C577547;21927;BLUE/CREAM STRIPE CUSHION COVER ;-3;11/20/2011 14:48;1.25;17841.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.5136986301369862;584
C577547;23395;BELLE JARDINIERE CUSHION COVER;-1;11/20/2011 14:48;3.75;17841.0;United Kingdom;Home Goods;-0.1326259946949602;754
C577547;23165;LARGE CERAMIC TOP STORAGE JAR;-1;11/20/2011 14:48;1.65;17841.0;United Kingdom;Size;-0.03315649867374005;3016
C577547;23148;MINIATURE ANTIQUE ROSE HOOK IVORY;-7;11/20/2011 14:48;0.83;17841.0;United Kingdom;Accessories, Home Goods, Gifts Jewelry;-0.3360537686029765;2083
C577547;23146;TRIPLE HOOK ANTIQUE IVORY ROSE;-1;11/20/2011 14:48;3.29;17841.0;United Kingdom;Accessories, Home Goods, Gifts Jewelry;-0.13315579227696406;751
C577547;22467;GUMBALL COAT RACK;-1;11/20/2011 14:48;2.55;17841.0;United Kingdom;Sports Equipment;-0.012795905310300705;7815
C577547;23032;DRAWER KNOB CRACKLE GLAZE IVORY;-1;11/20/2011 14:48;1.65;17841.0;United Kingdom;Home Goods, Accessories;-0.04725897920604915;2116
C577547;85123A;WHITE HANGING HEART T-LIGHT HOLDER;-1;11/20/2011 14:48;2.95;17841.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.0028314975790695697;35317
C577547;21925;UNION STRIPE CUSHION COVER ;-1;11/20/2011 14:48;1.25;17841.0;United Kingdom;Home Goods, Accessories;-0.2518891687657431;397
C577547;35970;ZINC FOLKART SLEIGH BELLS;-4;11/20/2011 14:48;1.69;17841.0;United Kingdom;Home Goods;-0.08004802881729037;4997
C577614;21499;BLUE POLKADOT WRAP;-200;11/21/2011 10:18;0.36;17888.0;United Kingdom;Color, Home Goods, Accessories;-2.973093503790694;6727
C577683;22726;ALARM CLOCK BAKELIKE GREEN;-1;11/21/2011 10:51;3.75;14493.0;United Kingdom;Color;-0.015654351909830933;6388
C577688;85048;15CM CHRISTMAS GLASS BALL 20 LIGHTS;-1;11/21/2011 11:29;7.95;13890.0;United Kingdom;Seasonal products, Sports Equipment, Home Goods;-0.07587253414264036;1318
C577692;22800;ANTIQUE TALL SWIRLGLASS TRINKET POT;-2;11/21/2011 11:47;3.75;14426.0;United Kingdom;Home Goods;-0.23228803716608595;861
C577692;22798;ANTIQUE GLASS DRESSING TABLE POT;-2;11/21/2011 11:47;2.95;14426.0;United Kingdom;Clothing, Home Goods;-0.11402508551881414;1754
C577692;84946;ANTIQUE SILVER T-LIGHT GLASS;-8;11/21/2011 11:47;1.06;14426.0;United Kingdom;Home Goods, Accessories;-0.055663790704146954;14372
C577693;22654;DELUXE SEWING KIT ;-2;11/21/2011 11:48;5.95;12628.0;Germany;Stationary;-0.145032632342277;1379
C577693;23245;SET OF 3 REGENCY CAKE TINS;-1;11/21/2011 11:48;4.95;12628.0;Germany;Kitchen Appliances, Home Goods;-0.015956598053295037;6267
C577722;23064;CINDERELLA CHANDELIER ;-8;11/21/2011 12:35;10.0;14607.0;United Kingdom;Other;-5.333333333333334;150
C577731;22812;PACK 3 BOXES CHRISTMAS PANETTONE;-6;11/21/2011 13:06;1.95;17811.0;United Kingdom;Seasonal products, Home Goods, Stationary;-8.571428571428571;70
C577737;84978;HANGING HEART JAR T-LIGHT HOLDER;-24;11/21/2011 13:25;1.25;15681.0;United Kingdom;Kitchen Appliances, Home Goods;-0.1945367593418173;12337
C577737;84949;SILVER HANGING T-LIGHT HOLDER;-24;11/21/2011 13:25;1.65;15681.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.5288673424416042;4538
C577737;23393;HOME SWEET HOME CUSHION COVER ;-12;11/21/2011 13:25;3.75;15681.0;United Kingdom;Home Goods;-1.5267175572519083;786
C577737;23225;CHERUB HEART DECORATION SILVER ;-24;11/21/2011 13:25;0.83;15681.0;United Kingdom;Home Goods, Accessories;-1.8867924528301887;1272
C577737;23221;REINDEER HEART DECORATION SILVER;-24;11/21/2011 13:25;0.83;15681.0;United Kingdom;Home Goods, Accessories;-1.6227180527383367;1479
C577737;23084;RABBIT NIGHT LIGHT;-12;11/21/2011 13:25;2.08;15681.0;United Kingdom;Home Goods;-0.03911342894393742;30680
C577737;23042;PAPER LANTERN 7 POINT SNOW STAR;-10;11/21/2011 13:25;6.65;15681.0;United Kingdom;Home Goods, Stationary;-10.75268817204301;93
C577737;23022;SMALL BONNE JAM JAR  T-LIGHT HOLDER;-24;11/21/2011 13:25;2.08;15681.0;United Kingdom;Size, Kitchen Appliances, Home Goods;-6.122448979591836;392
C577737;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;-18;11/21/2011 13:25;2.95;15681.0;United Kingdom;Seasonal products, Home Goods, Stationary;-0.17555837315907538;10253
C577737;22863;SOAP DISH BROCANTE;-12;11/21/2011 13:25;2.95;15681.0;United Kingdom;Other;-1.694915254237288;708
C577737;22734;SET OF 6 RIBBONS VINTAGE CHRISTMAS;-12;11/21/2011 13:25;2.89;15681.0;United Kingdom;Seasonal products, Home Goods, Stationary;-0.37094281298299847;3235
C577737;22599;CHRISTMAS MUSICAL ZINC STAR;-24;11/21/2011 13:25;0.85;15681.0;United Kingdom;Seasonal products, Home Goods;-1.244167962674961;1929
C577737;22597;MUSICAL ZINC HEART DECORATION ;-24;11/21/2011 13:25;0.85;15681.0;United Kingdom;Home Goods;-0.8791208791208791;2730
C577737;20979;36 PENCILS TUBE RED RETROSPOT;-16;11/21/2011 13:25;1.25;15681.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.44705224923162895;3579
C577750;23206;LUNCH BAG APPLE DESIGN;-5;11/21/2011 14:30;1.65;12878.0;United Kingdom;Home Goods, Accessories;-0.04124051468162323;12124
C577750;23204;CHARLOTTE BAG APPLES DESIGN;-6;11/21/2011 14:30;0.85;12878.0;United Kingdom;Home Goods, Accessories;-0.07702182284980745;7790
C577752;23170;REGENCY TEA PLATE ROSES ;-4;11/21/2011 14:37;1.65;16670.0;United Kingdom;Kitchen Appliances, Gifts Jewelry;-0.06503007641033978;6151
C577752;22697;GREEN REGENCY TEACUP AND SAUCER;-1;11/21/2011 14:37;2.95;16670.0;United Kingdom;Kitchen Appliances, Color;-0.013964530093562352;7161
C577752;22065;CHRISTMAS PUDDING TRINKET POT ;-6;11/21/2011 14:37;0.39;16670.0;United Kingdom;Seasonal products;-0.08900756564307966;6741
C577753;21314;SMALL GLASS HEART TRINKET POT;-24;11/21/2011 14:40;1.85;13756.0;United Kingdom;Size, Home Goods;-0.5835156819839533;4113
C577775;22236;CAKE STAND 3 TIER MAGIC GARDEN;-12;11/21/2011 16:00;10.95;12504.0;Germany;Kitchen Appliances, Home Goods;-4.562737642585551;263
C577775;22776;SWEETHEART 3 TIER CAKE STAND ;-12;11/21/2011 16:00;8.5;12504.0;Germany;Kitchen Appliances, Home Goods;-4.615384615384616;260
C577775;22220;CAKE STAND LOVEBIRD 2 TIER WHITE;-12;11/21/2011 16:00;8.5;12504.0;Germany;Kitchen Appliances, Color, Home Goods;-5.714285714285714;210
C577779;23057;BEADED CHANDELIER T-LIGHT HOLDER;-96;11/21/2011 16:11;1.0;;United Kingdom;Kitchen Appliances, Home Goods;-36.22641509433962;265
C577779;23056;FLOWERS CHANDELIER T-LIGHT HOLDER;-96;11/21/2011 16:11;1.0;;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-25.0;384
C577779;23055;IVORY CHANDELIER T-LIGHT HOLDER;-96;11/21/2011 16:11;1.0;;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-42.47787610619469;226
C577781;84665;SQUARE CHERRY BLOSSOM CABINET;-3;11/21/2011 16:14;5.95;15406.0;United Kingdom;Other;-2.7522935779816518;109
C577786;22469;HEART OF WICKER SMALL;-40;11/21/2011 16:27;1.45;13246.0;United Kingdom;Size, Home Goods;-0.2242655303879794;17836
C577786;20719;WOODLAND CHARLOTTE BAG;-10;11/21/2011 16:27;0.72;13246.0;United Kingdom;Accessories;-0.07576905591756326;13198
C577799;23130;MISTLETOE HEART WREATH GREEN;-8;11/21/2011 16:55;4.15;13458.0;United Kingdom;Color, Home Goods;-0.9163802978235969;873
C577815;22505;MEMO BOARD COTTAGE DESIGN;-1;11/22/2011 09:16;4.95;17071.0;United Kingdom;Home Goods, Stationary;-0.06868131868131869;1456
C577817;22947;WOODEN ADVENT CALENDAR RED;-1;11/22/2011 09:17;7.95;13081.0;United Kingdom;Color, Home Goods;-0.13513513513513514;740
C577817;22990;COTTON APRON PANTRY DESIGN;-1;11/22/2011 09:17;4.95;13081.0;United Kingdom;Kitchen Appliances, Home Goods;-0.1953125;512
C577819;79190A;RETRO PLASTIC 70'S TRAY;-3;11/22/2011 09:23;0.42;17313.0;United Kingdom;Kitchen Appliances;-0.78125;384
C577819;23320;GIANT 50'S CHRISTMAS CRACKER;-1;11/22/2011 09:23;2.89;17313.0;United Kingdom;Seasonal products;-0.03766478342749529;2655
C577819;23319;BOX OF 6 MINI 50'S CRACKERS;-8;11/22/2011 09:23;2.49;17313.0;United Kingdom;Accessories;-0.22081148219707425;3623
C577819;23318;BOX OF 6 MINI VINTAGE CRACKERS;-8;11/22/2011 09:23;2.08;17313.0;United Kingdom;Accessories, Home Goods, Stationary;-0.21959923140269008;3643
C577821;72802A;ROSE SCENT CANDLE IN JEWELLED BOX;-1;11/22/2011 09:29;4.25;13777.0;United Kingdom;Home Goods, Gifts Jewelry;-0.3058103975535168;327
C577821;20679;EDWARDIAN PARASOL RED;-1;11/22/2011 09:29;5.95;13777.0;United Kingdom;Color;-0.058788947677836566;1701
C577828;23318;BOX OF 6 MINI VINTAGE CRACKERS;-11;11/22/2011 09:53;2.08;14911.0;EIRE;Accessories, Home Goods, Stationary;-0.30194894317869886;3643
C577832;84988;SET OF 72 PINK HEART PAPER DOILIES;-12;11/22/2011 10:18;1.45;18274.0;United Kingdom;Color, Home Goods, Stationary;-0.2791346824842987;4299
C577832;84509A;SET OF 4 ENGLISH ROSE PLACEMATS;-4;11/22/2011 10:18;3.75;18274.0;United Kingdom;Home Goods, Gifts Jewelry;-0.4036326942482341;991
C577832;23245;SET OF 3 REGENCY CAKE TINS;-4;11/22/2011 10:18;4.95;18274.0;United Kingdom;Kitchen Appliances, Home Goods;-0.06382639221318015;6267
C577832;23243;SET OF TEA COFFEE SUGAR TINS PANTRY;-4;11/22/2011 10:18;4.95;18274.0;United Kingdom;Kitchen Appliances, Home Goods;-0.08532423208191127;4688
C577832;22989;SET 2 PANTRY DESIGN TEA TOWELS;-6;11/22/2011 10:18;3.25;18274.0;United Kingdom;Kitchen Appliances, Home Goods;-0.21497671085632392;2791
C577832;22851;SET 20 NAPKINS FAIRY CAKES DESIGN ;-12;11/22/2011 10:18;0.85;18274.0;United Kingdom;Kitchen Appliances, Home Goods;-0.43859649122807015;2736
C577832;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;-3;11/22/2011 10:18;4.95;18274.0;United Kingdom;Kitchen Appliances, Home Goods;-0.04089422028353326;7336
C577832;22423;REGENCY CAKESTAND 3 TIER;-1;11/22/2011 10:18;12.75;18274.0;United Kingdom;Kitchen Appliances;-0.007672830507174097;13033
C577832;21974;SET OF 36 PAISLEY FLOWER DOILIES;-12;11/22/2011 10:18;1.45;18274.0;United Kingdom;Home Goods, Accessories;-0.5560704355885079;2158
C577832;21231;SWEETHEART CERAMIC TRINKET BOX;-12;11/22/2011 10:18;1.25;18274.0;United Kingdom;Home Goods;-0.2031832035218422;5906
C577832;21108;FAIRY CAKE FLANNEL ASSORTED COLOUR;-18;11/22/2011 10:18;0.79;18274.0;United Kingdom;Kitchen Appliances, Gifts Jewelry;-0.2534140504012389;7103
C577839;22138;BAKING SET 9 PIECE RETROSPOT ;-1;11/22/2011 10:33;4.95;16633.0;United Kingdom;Kitchen Appliances, Home Goods;-0.020491803278688523;4880
C577849;22947;WOODEN ADVENT CALENDAR RED;-2;11/22/2011 10:59;7.95;14534.0;United Kingdom;Color, Home Goods;-0.2702702702702703;740
C577849;23535;WALL ART BICYCLE SAFETY;-1;11/22/2011 10:59;5.95;14534.0;United Kingdom;Home Goods;-0.11778563015312131;849
C577849;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;-3;11/22/2011 10:59;2.95;14534.0;United Kingdom;Seasonal products, Home Goods, Stationary;-0.0292597288598459;10253
C577889;22248;DECORATION  PINK CHICK MAGIC GARDEN;-16;11/22/2011 11:42;0.85;16191.0;United Kingdom;Color, Home Goods;-2.7874564459930316;574
C578003;37495;FAIRY CAKE BIRTHDAY CANDLE SET;-3;11/22/2011 12:31;3.75;13832.0;United Kingdom;Kitchen Appliances, Home Goods;-0.7672634271099744;391
C578007;23197;SKETCHBOOK MAGNETIC SHOPPING LIST;-1;11/22/2011 12:40;1.45;16474.0;United Kingdom;Stationary;-0.06988120195667365;1431
C578007;23234;BISCUIT TIN VINTAGE CHRISTMAS;-1;11/22/2011 12:40;2.89;16474.0;United Kingdom;Kitchen Appliances, Seasonal products, Home Goods, Stationary;-0.05194805194805195;1925
C578007;22065;CHRISTMAS PUDDING TRINKET POT ;-1;11/22/2011 12:40;0.39;16474.0;United Kingdom;Seasonal products;-0.01483459427384661;6741
C578007;85104;SILVER GLASS T-LIGHT SET;-3;11/22/2011 12:40;2.95;16474.0;United Kingdom;Home Goods, Accessories;-1.5151515151515151;198
C578039;21843;RED RETROSPOT CAKE STAND;-1;11/22/2011 14:13;10.95;17338.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.05913660555884093;1691
C578061;21262;WHITE GOOSE FEATHER CHRISTMAS TREE ;-2;11/22/2011 15:29;2.95;15811.0;United Kingdom;Seasonal products, Color;-0.6060606060606061;330
C578062;23174;REGENCY SUGAR BOWL GREEN;-3;11/22/2011 15:30;4.15;12471.0;Germany;Color;-0.10104412260020208;2969
C578062;23245;SET OF 3 REGENCY CAKE TINS;-4;11/22/2011 15:30;4.95;12471.0;Germany;Kitchen Appliances, Home Goods;-0.06382639221318015;6267
C578062;23197;SKETCHBOOK MAGNETIC SHOPPING LIST;-3;11/22/2011 15:30;1.45;12471.0;Germany;Stationary;-0.20964360587002098;1431
C578077;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;-20;11/22/2011 16:18;2.55;12936.0;United Kingdom;Seasonal products, Home Goods, Stationary;-0.19506485906563933;10253
C578097;84029E;RED WOOLLY HOTTIE WHITE HEART.;-48;11/22/2011 17:31;3.75;;United Kingdom;Color, Home Goods;-1.0217113665389528;4698
C578097;82494L;WOODEN FRAME ANTIQUE WHITE ;-48;11/22/2011 17:31;2.55;;United Kingdom;Color, Home Goods;-0.7207207207207207;6660
C578110;23169;CLASSIC GLASS COOKIE JAR;-2;11/23/2011 09:23;4.15;15804.0;United Kingdom;Home Goods;-0.14792899408284024;1352
C578110;15039;SANDALWOOD FAN;-2;11/23/2011 09:23;0.85;15804.0;United Kingdom;Other;-0.09685230024213075;2065
C578110;84945;MULTI COLOUR SILVER T-LIGHT HOLDER;-2;11/23/2011 09:23;0.85;15804.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.01913143294432753;10454
C578124;22659;LUNCH BOX I LOVE LONDON;-1;11/23/2011 10:30;1.95;14049.0;United Kingdom;Other;-0.008927774305865548;11201
C578124;20749;ASSORTED COLOUR MINI CASES;-1;11/23/2011 10:30;7.95;14049.0;United Kingdom;Accessories, Gifts Jewelry;-0.056753688989784334;1762
C578124;21559;STRAWBERRY LUNCH BOX WITH CUTLERY;-1;11/23/2011 10:30;2.55;14049.0;United Kingdom;Other;-0.025471217524197655;3926
C578124;21561;DINOSAUR LUNCH BOX WITH CUTLERY;-1;11/23/2011 10:30;2.55;14049.0;United Kingdom;Other;-0.078125;1280
C578124;22492;MINI PAINT SET VINTAGE ;-2;11/23/2011 10:30;0.65;14049.0;United Kingdom;Accessories, Home Goods, Stationary;-0.007565154896546507;26437
C578124;22352;LUNCH BOX WITH CUTLERY RETROSPOT ;-1;11/23/2011 10:30;2.55;14049.0;United Kingdom;Kitchen Appliances, Home Goods;-0.032499187520311994;3077
C578124;21890;S/6 WOODEN SKITTLES IN COTTON BAG;-1;11/23/2011 10:30;3.25;14049.0;United Kingdom;Home Goods, Accessories;-0.08726003490401396;1146
C578124;21915;RED  HARMONICA IN BOX ;-1;11/23/2011 10:30;1.25;14049.0;United Kingdom;Color;-0.004573310161895179;21866
C578124;21459;YELLOW EASTER EGG HUNT START POST;-1;11/23/2011 10:30;1.95;14049.0;United Kingdom;Kitchen Appliances, Seasonal products, Color, Home Goods;-1.4705882352941175;68
C578124;21461;BLUE EASTER EGG HUNT START POST;-1;11/23/2011 10:30;1.95;14049.0;United Kingdom;Kitchen Appliances, Seasonal products, Color, Home Goods;-11.11111111111111;9
C578124;22662;LUNCH BAG DOLLY GIRL DESIGN;-1;11/23/2011 10:30;1.65;14049.0;United Kingdom;Toys, Home Goods, Accessories;-0.01490979573579842;6707
C578124;20728;LUNCH BAG CARS BLUE;-1;11/23/2011 10:30;1.65;14049.0;United Kingdom;Color, Accessories;-0.008618460742911317;11603
C578131;23485;BOTANICAL GARDENS WALL CLOCK ;-1;11/23/2011 10:49;20.8;13171.0;United Kingdom;Home Goods;-0.4098360655737705;244
C578132;75049L;LARGE CIRCULAR MIRROR MOBILE;-1;11/23/2011 10:50;0.85;15502.0;United Kingdom;Size, Home Goods;-0.014522218995062446;6886
C578136;71477;COLOURED GLASS STAR T-LIGHT HOLDER;-2;11/23/2011 10:57;3.95;14156.0;EIRE;Kitchen Appliances, Color, Home Goods;-0.20855057351407716;959
C578136;23328;SET 6 SCHOOL MILK BOTTLES IN CRATE;-1;11/23/2011 10:57;3.75;14156.0;EIRE;Home Goods;-0.035248501938667604;2837
C578136;23325;RUSTIC STRAWBERRY JAM POT SMALL;-5;11/23/2011 10:57;1.65;14156.0;EIRE;Size;-1.2254901960784315;408
C578136;23173;REGENCY TEAPOT ROSES ;-1;11/23/2011 10:57;9.95;14156.0;EIRE;Kitchen Appliances, Gifts Jewelry;-0.03679175864606328;2718
C578142;23569;TRADTIONAL ALPHABET STAMP SET;-2;11/23/2011 11:04;4.95;17010.0;United Kingdom;Home Goods;-0.20855057351407716;959
C578144;22697;GREEN REGENCY TEACUP AND SAUCER;-3;11/23/2011 11:06;2.95;16201.0;United Kingdom;Kitchen Appliances, Color;-0.04189359028068705;7161
C578144;22699;ROSES REGENCY TEACUP AND SAUCER ;-1;11/23/2011 11:06;2.95;16201.0;United Kingdom;Kitchen Appliances, Gifts Jewelry;-0.010592098294672173;9441
C578144;23170;REGENCY TEA PLATE ROSES ;-3;11/23/2011 11:06;1.65;16201.0;United Kingdom;Kitchen Appliances, Gifts Jewelry;-0.04877255730775484;6151
C578144;84817;DANISH ROSE DECORATIVE PLATE;-12;11/23/2011 11:06;2.1;16201.0;United Kingdom;Home Goods, Gifts Jewelry;-1.312910284463895;914
C578148;20728;LUNCH BAG CARS BLUE;-1;11/23/2011 11:11;1.65;15117.0;United Kingdom;Color, Accessories;-0.008618460742911317;11603
C578164;22109;FULL ENGLISH BREAKFAST PLATE;-1;11/23/2011 11:34;3.75;14032.0;United Kingdom;Other;-0.062111801242236024;1610
C578257;23300;GARDENERS KNEELING PAD CUP OF TEA ;-40;11/23/2011 13:00;1.65;17809.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;-0.599250936329588;6675
C578259;72807C;SET/3 VANILLA SCENTED CANDLE IN BOX;-120;11/23/2011 13:02;3.81;16660.0;United Kingdom;Home Goods;-20.27027027027027;592
C578274;22768;FAMILY PHOTO FRAME CORNICE;-2;11/23/2011 13:42;9.95;17828.0;Malta;Other;-0.2403846153846154;832
C578274;85034C;3 ROSE MORRIS BOXED CANDLES;-1;11/23/2011 13:42;1.25;17828.0;Malta;Home Goods, Gifts Jewelry;-0.08984725965858043;1113
C578274;72807C;SET/3 VANILLA SCENTED CANDLE IN BOX;-1;11/23/2011 13:42;4.25;17828.0;Malta;Home Goods;-0.16891891891891891;592
C578274;22307;GOLD MUG BONE CHINA TREE OF LIFE;-1;11/23/2011 13:42;1.06;17828.0;Malta;Kitchen Appliances, Color, Home Goods;-0.13679890560875513;731
C578274;72741;GRAND CHOCOLATECANDLE;-3;11/23/2011 13:42;1.45;17828.0;Malta;Color, Home Goods;-0.050394758945069715;5953
C578276;23108;SET OF 10 LED DOLLY LIGHTS;-1;11/23/2011 13:48;5.39;17511.0;United Kingdom;Toys, Home Goods;-0.04636068613815484;2157
C578276;23470;CARD HOLDER LOVE BIRD LARGE ;-1;11/23/2011 13:48;5.39;17511.0;United Kingdom;Size, Kitchen Appliances, Home Goods, Stationary;-0.45454545454545453;220
